,Ticker,CIK,Name,SIC,Year_end
9128,HWGG,1622867,Ho Wah Genting Group Ltd ,7389,1231
9129,CPAA,1776661,Advantage Solutions Inc. ,7389,1231
9130,UBA,1029800,URSTADT BIDDLE PROPERTIES INC ,6798,1031
9131,SOLSD,1519177,SOLLENSYS CORP. ,7374,1231
9132,SVAC,1794905,STARBOARD VALUE ACQUISITION CORP. ,6770,1231
9133,OLBK,1253317,HOVDE ERIC D ,0000,1231
9134,MBINP,1629019,Merchants Bancorp ,6022,1231
9135,LDSSF,1810739,"Radius Global Infrastructure, Inc. ",6519,1231
9136,AMAG,792977,"AMAG PHARMACEUTICALS, INC. ",2834,1231
9137,BOWX,1813756,BowX Acquisition Corp. ,6770,1231
9138,ACTTU,1753706,"Whole Earth Brands, Inc. ",2060,1231
9139,GBLIL,1494904,"Global Indemnity Group, LLC ",6331,1231
9140,TUWLF,1145678,TULLOW OIL PLC /FI ,NaN,NaN
9141,MEET,1078099,"Meet Group, Inc. ",7310,1231
9142,FSB,1407067,Franklin Financial Network Inc. ,6022,1231
9143,EROS,1532981,Eros STX Global Corp ,7822,0331
9144,APXT,1777921,Apex Technology Acquisition Corp ,6770,1231
9145,SPNV-UN,1825024,"Supernova Partners Acquisition Company, Inc. ",6770,1231
9146,BFYT,1561387,"Benefytt Technologies, Inc. ",6411,1231
9147,CATS,1136174,"Ontrak, Inc. ",8090,1231
9148,PFNX,1478121,FRANKLIN RESOURCES INC ,6282,0930
9149,JCAP-PB,1622353,"Jernigan Capital, Inc. ",6798,1231
9150,GMRE-PA,1533615,Global Medical REIT Inc. ,6798,1231
9151,GRAF,1745317,"Velodyne Lidar, Inc. ",3569,1231
9152,LMRKN,1615346,Landmark Infrastructure Partners LP ,6519,1231
9153,PUB,1636286,Altabancorp ,6022,1231
9154,NEXCF,1737270,NexTech AR Solutions Corp. ,NaN,NaN
9155,JNNDF,1615026,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
9156,CSWCL,17313,CAPITAL SOUTHWEST CORP ,NaN,0331
9157,CRD-B,25475,CRAWFORD & CO ,6411,1231
9158,ACTT,1753706,"Whole Earth Brands, Inc. ",2060,1231
9159,AVDR,1343304,AVEDRO INC ,2834,1231
9160,JCAP,1622353,"Jernigan Capital, Inc. ",6798,1231
9161,GUT-PA,1080720,GABELLI UTILITY TRUST ,NaN,1231
9162,SENEB,88948,Seneca Foods Corp ,2033,0331
9163,IOTS,1395848,ARCH VENTURE FUND VI LP ,NaN,NaN
9164,LMRKO,1615346,Landmark Infrastructure Partners LP ,6519,1231
9165,LMRKP,1615346,Landmark Infrastructure Partners LP ,6519,1231
9166,SPKEP,1606268,"Spark Energy, Inc. ",4931,1231
9167,GUT-PC,1080720,GABELLI UTILITY TRUST ,NaN,1231
9168,GBLIZ,1494904,"Global Indemnity Group, LLC ",6331,1231
9169,CHPM,1785041,CHP Merger Corp. ,6770,1231
9170,PTHIF,1520253,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
9171,RPLA-UN,1763731,Replay Acquisition Corp. ,6770,1231
9172,HAWLN,46207,HAWAIIAN ELECTRIC CO INC ,4911,1231
9173,CFFAU,1728041,LUTNICK HOWARD W ,NaN,NaN
9174,GRAM,1572621,AENZA S.A.A. ,1600,1231
9175,GAINM,1321741,GLADSTONE INVESTMENT CORPORATION\DE ,NaN,0331
9176,NFIN,1776903,Netfin Acquisition Corp. ,7374,1231
9177,RNWEF,1361369,RENEWABLE ENERGY CORP ASA ,NaN,NaN
9178,GLDLF,1538847,GoldMining Inc. ,1040,1130
9179,HEBT,1603993,"Nisun International Enterprise Development Group Co., Ltd ",3490,1231
9180,PGNX,835887,PROGENICS PHARMACEUTICALS INC ,2834,1231
9181,GAINL,1321741,GLADSTONE INVESTMENT CORPORATION\DE ,NaN,0331
9182,LK,1767582,Luckin Coffee Inc. ,5810,1231
9183,CORVF,1507964,Corvus Gold Inc. ,1040,0531
9184,ACRHF,1762359,"Acreage Holdings, Inc. ",5900,1231
9185,EXPC,1779128,Experience Investment Corp. ,6770,1231
9186,GMHLF,1438848,GAM Holding AG ,NaN,1231
9187,BH-A,1726173,BIGLARI CAPITAL CORP. ,NaN,1231
9188,HAWEN,46207,HAWAIIAN ELECTRIC CO INC ,4911,1231
9189,ARYAU,1746037,"FEDERATED HERMES, INC. ",6282,1231
9190,BWMYD,1656501,"BorrowMoney.com, Inc. ",7389,0831
9191,LGC-UN,1698113,"PARTS iD, Inc. ",7311,1231
9192,BREW,892222,"CRAFT BREW ALLIANCE, INC. ",2082,1231
9193,FSRV,1785424,FinServ Acquisition Corp. ,6770,1231
9194,OFSSL,1487918,OFS Capital Corp ,NaN,1231
9195,RMG-UN,1757932,RMG Acquisition Corp. ,3690,1231
9196,ACAMU,1759008,Acamar Partners Acquisition Corp. ,5500,1231
9197,CRSAU,1723648,Crescent Acquisition Corp ,7900,1231
9198,SPLP-PA,1452857,STEEL PARTNERS HOLDINGS L.P. ,3390,1231
9199,SMMCU,1774155,South Mountain Merger Corp. ,7371,1231
9200,BHR-PB,1574085,Braemar Hotels & Resorts Inc. ,6798,1231
9201,AIXND,835662,"AiXin Life International, Inc. ",5912,1231
9202,CFFA,1728041,LUTNICK HOWARD W ,NaN,NaN
9203,HTFA,1487428,Horizon Technology Finance Corp ,NaN,1231
9204,LHC-UN,1725134,"Digital Media Solutions, Inc. ",7389,1231
9205,HCCO,1791091,"SOC Telemed, Inc. ",8090,1231
9206,LTRPB,1606745,"Liberty TripAdvisor Holdings, Inc. ",7374,1231
9207,NPA,1780312,New Providence Acquisition Corp. ,6770,1231
9208,DFPH,1799191,DFP HEALTHCARE ACQUISITIONS CORP. ,6770,1231
9209,LCAP,1802450,Lionheart Acquisition Corp. II ,6770,1231
9210,FGNA-UN,1818502,FG New America Acquisition Corp. ,6770,1231
9211,PSAC,1805521,Property Solutions Acquisition Corp. ,6770,1231
9212,NSH-UN,1816017,"NavSight Holdings, Inc. ",6770,1231
9213,WINS,1640251,Wins Finance Holdings Inc. ,6199,0630
9214,TNP-PE,1166663,NEW YORK STOCK EXCHANGE LLC ,NaN,NaN
9215,BHR-PD,1574085,Braemar Hotels & Resorts Inc. ,6798,1231
9216,ACRGF,1762359,"Acreage Holdings, Inc. ",5900,1231
9217,BCOM,1402606,B COMMUNICATIONS LTD ,4899,1231
9218,FOSI,1108645,FRONTIER OILFIELD SERVICES INC ,1382,1231
9219,TNP-PD,1166663,NEW YORK STOCK EXCHANGE LLC ,NaN,NaN
9220,TNP-PC,1166663,NEW YORK STOCK EXCHANGE LLC ,NaN,NaN
9221,XAN-PC,1332551,Exantas Capital Corp. ,6798,1231
9222,BBXTB,315858,Bluegreen Vacations Holding Corp ,6500,1231
9223,TNP-PF,1166663,NEW YORK STOCK EXCHANGE LLC ,NaN,NaN
9224,ITEPF,1579597,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
9225,FUAIF,1132571,WELLINGTON MANAGEMENT GROUP LLP ,0000,1231
9226,AIW,1209028,Arlington Asset Investment Corp. ,6798,1231
9227,SDI,911649,STANDARD DIVERSIFIED INC. ,2100,1231
9228,TMTS,1822553,Spartacus Acquisition Corp ,6770,1231
9229,BCOMF,1402606,INTERNET GOLD GOLDEN LINES LTD ,4813,1231
9230,INSU,1762322,"SHIFT TECHNOLOGIES, INC. ",5500,1231
9231,BMRG,1805077,"Eos Energy Enterprises, Inc. ",3690,1231
9232,CVTI,928658,"COVENANT LOGISTICS GROUP, INC. ",4213,1231
9233,GFNCP,1342287,General Finance CORP ,7359,0630
9234,LHC,1725134,"Digital Media Solutions, Inc. ",7389,1231
9235,ADRO,1435049,"CHINOOK THERAPEUTICS, INC. ",2834,1231
9236,LANDP,1495240,GLADSTONE LAND Corp ,6798,1231
9237,RTIX,1760173,"SURGALIGN HOLDINGS, INC. ",3842,1231
9238,GCAP,1444363,"GAIN Capital Holdings, Inc. ",6221,1231
9239,JMEI,1597680,Jumei International Holding Ltd ,5990,1231
9240,MDNAF,1807983,Medicenna Therapeutics Corp. ,2834,0331
9241,MNLO,1566044,VYNE Therapeutics Inc. ,2834,1231
9242,CDMOP,704562,"Avid Bioservices, Inc. ",2834,0430
9243,MFAC-UN,1725872,Megalith Financial Acquisition Corp ,6022,1231
9244,NIHD,1037016,NII HOLDINGS INC ,4812,1231
9245,AI-PC,1209028,Arlington Asset Investment Corp. ,6798,1231
9246,BVHBB,315858,Bluegreen Vacations Holding Corp ,6500,1231
9247,ENO,71508,ENTERGY CORP /DE/ ,4911,1231
9248,LFACU,1721386,LF Capital Acquisition Corp. ,1531,1231
9249,FMCIU,1741231,"Tattooed Chef, Inc. ",2090,1231
9250,GNRS,1790665,Greenrose Acquisition Corp. ,6770,1231
9251,DNJR,1710350,"Bit Digital, Inc ",6199,1231
9252,AI-PB,1209028,Arlington Asset Investment Corp. ,6798,1231
9253,NHIC,1805385,NewHold Investment Corp. ,6770,1231
9254,CDR-PB,761648,"CEDAR REALTY TRUST, INC. ",6798,1231
9255,PTVCB,9346,Protective Insurance Corp ,6331,1231
9256,BUROF,1158399,Burcon NutraScience Corp ,2020,0331
9257,IRRZD,1722387,Integra Resources Corp. ,1040,1231
9258,CDR-PC,761648,"CEDAR REALTY TRUST, INC. ",6798,1231
9259,INSUU,1762322,"SHIFT TECHNOLOGIES, INC. ",5500,1231
9260,ARYB,1805387,"Cerevel Therapeutics Holdings, Inc. ",2834,1231
9261,CGRO,1799611,Collective Growth Corp ,6770,1231
9262,SAQN,1776909,CuriosityStream Inc. ,7812,1231
9263,EKKH,1132509,New Momentum Corp. ,8741,1231
9264,DFHT,1813914,Deerfield Healthcare Technology Acquisitions Corp. ,6770,1231
9265,GSB,1112920,GLOBALSCAPE INC ,7372,1231
9266,SBBX,1028954,SB ONE BANCORP ,6022,1231
9267,BELFB,729580,BEL FUSE INC /NJ ,3677,1231
9268,RZLTD,1509261,"Rezolute, Inc. ",2834,0630
9269,AHT-PD,1232582,ASHFORD HOSPITALITY TRUST INC ,6798,1231
9270,SAII,1816048,Software Acquisition Group Inc. II ,6770,1231
9271,AHT-PF,1232582,ASHFORD HOSPITALITY TRUST INC ,6798,1231
9272,INBKL,1562463,First Internet Bancorp ,6022,1231
9273,AHT-PG,1232582,ASHFORD HOSPITALITY TRUST INC ,6798,1231
9274,NMMC,1819157,North Mountain Merger Corp. ,6770,1231
9275,AHT-PH,1232582,ASHFORD HOSPITALITY TRUST INC ,6798,1231
9276,AHT-PI,1232582,ASHFORD HOSPITALITY TRUST INC ,6798,1231
9277,PEI-PC,77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST ,6798,1231
9278,INWK,1350381,INNERWORKINGS INC ,7389,1231
9279,PEI-PB,77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST ,6798,1231
9280,PEI-PD,77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST ,6798,1231
9281,PACQ,1726293,Pure Acquisition Corp. ,6770,1231
9282,MFINL,1000209,MEDALLION FINANCIAL CORP ,6199,1231
9283,MITFF,1515160,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
9284,GTX,1735707,Garrett Motion Inc. ,3714,1231
9285,SAB,1377936,SARATOGA INVESTMENT CORP. ,NaN,0228
9286,JHY,1639457,Nuveen High Income 2020 Target Term Fund ,NaN,NaN
9287,SKYS,1594124,"Sky Solar Holdings, Ltd. ",4911,1231
9288,CHK-PD,895126,CHESAPEAKE ENERGY CORP ,1311,1231
9289,PGEJF,902053,PGS ASA ,1382,1231
9290,QTRH,1518419,Quarterhill Inc. ,6794,1231
9291,CHKDG,895126,CHESAPEAKE ENERGY CORP ,1311,1231
9292,DLNG-PA,1578453,Dynagas LNG Partners LP ,4400,1231
9293,VMAC,1810491,Vistas Media Acquisition Co Inc. ,6770,1231
9294,SB-PC,1434754,"SAFE BULKERS, INC. ",4412,NaN
9295,SB-PD,1434754,"SAFE BULKERS, INC. ",4412,NaN
9296,TCRD,1464963,"First Eagle Alternative Capital BDC, Inc. ",NaN,1231
9297,AMHC,1788028,Amplitude Healthcare Acquisition Corp ,6770,1231
9298,MH-PC,1412100,"Maiden Holdings, Ltd. ",6331,1231
9299,DNI,1059213,DIVIDEND & INCOME FUND ,0000,1231
9300,MH-PD,1412100,"Maiden Holdings, Ltd. ",6331,1231
9301,DNR,945764,DENBURY INC ,1311,1231
9302,RIF,1452477,RMR Mortgage Trust ,NaN,1231
9303,XYNO,1697805,"XYNOMIC PHARMACEUTICALS HOLDINGS, INC. ",2834,1231
9304,MH-PA,1412100,"Maiden Holdings, Ltd. ",6331,1231
9305,ANPCF,1620678,ANGLE plc ,NaN,0430
9306,TOMZD,314227,"TOMI Environmental Solutions, Inc. ",2860,1231
9307,CMFNL,1578348,"Investcorp Credit Management BDC, Inc. ",NaN,0630
9308,CHK,895126,CHESAPEAKE ENERGY CORP ,1311,1231
9309,DBCP,832090,PARTNERS BANCORP ,6022,1231
9310,PAAC,1764711,The Nasdaq Stock Market LLC ,NaN,1231
9311,PTGED,1095435,PORTAGE BIOTECH INC. ,1311,0331
9312,ONDK,1420811,"On Deck Capital, Inc. ",6199,1231
9313,FBIOP,1429260,"Fortress Biotech, Inc. ",2834,1231
9314,CYWDF,1603386,Deutsche Bank Trust Co Americas/ ADR Group ,NaN,1231
9315,EXLLD,1263011,EXCELLON RESOURCES INC ,1040,1231
9316,ROCH,1796303,Roth CH Acquisition I Co ,6770,1231
9317,RDIB,716634,READING INTERNATIONAL INC ,7830,1231
9318,UMRX,1622229,"Cogent Biosciences, Inc. ",2834,1231
9319,TRNE-UN,1754820,Trine Acquisition Corp. ,3577,1231
9320,UONEK,1041657,"URBAN ONE, INC. ",4832,1231
9321,THCBU,1760689,Tuscan Holdings Corp. ,6770,1231
9322,PAIC,1810560,Petra Acquisition Inc. ,6770,1231
9323,AXGT,1636050,Sio Gene Therapies Inc. ,2834,0331
9324,TECR,1498067,"CITRINE GLOBAL, CORP. ",7372,1231
9325,WEYL,1335112,"LOGIQ, INC. ",7389,1231
9326,TDACU,1673481,Trident Acquisitions Corp. ,6770,1231
9327,ASFI,1001258,ASTA FUNDING INC ,6153,0930
9328,BBXIB,1814974,"BBX Capital, Inc. ",5400,1231
9329,WRCDF,1586941,Wirecard AG/ADR ,NaN,NaN
9330,JE-PA,1538789,Just Energy Group Inc. ,4924,0331
9331,EVSI,1398805,Beam Global ,3674,1231
9332,CSSEP,1679063,SONY CORP ,3651,0331
9333,CVLBD,948320,"CONVERSION LABS, INC. ",3990,1231
9334,JFKKU,1753648,8i Enterprises Acquisition Corp. ,6770,NaN
9335,GSL-PB,1430725,"Global Ship Lease, Inc. ",4412,1231
9336,TNCPD,1714379,TIBURON INTERNATIONAL TRADING CORP. ,5080,0131
9337,IRRZF,1722387,Integra Resources Corp. ,1040,1231
9338,AMCIU,1744494,GLAZER PAUL J ,NaN,NaN
9339,GPAQ,1708176,Hall of Fame Resort & Entertainment Co ,7990,1231
9340,MNCLU,1754170,GLAZER PAUL J ,NaN,NaN
9341,VAL,314808,Valaris plc ,1381,1231
9342,LACQU,1716947,Leisure Acquisition Corp. ,6770,1231
9343,MNK,1567892,Mallinckrodt plc ,2834,1225
9344,CVIA,1722287,Covia Holdings Corp ,1400,1231
9345,GARS,1509892,"Corbin Capital Partners, L.P. ",NaN,1231
9346,MLLLD,1714562,"Engine Media Holdings, Inc. ",7900,0831
9347,DLNG-PB,1578453,Dynagas LNG Partners LP ,4400,1231
9348,RGNP,1642159,"Sigyn Therapeutics, Inc. ",5944,1231
9349,CHKDP,895126,CHESAPEAKE ENERGY CORP ,1311,1231
9350,GPAQU,1708176,"SABBY MANAGEMENT, LLC ",NaN,1231
9351,OLBG,1314196,"OLB GROUP, INC. ",7389,1231
9352,TIBRU,1662253,The Nasdaq Stock Market LLC ,NaN,1231
9353,MTBCP,1582982,"MTBC, Inc. ",7372,1231
9354,PKDC,76321,PARKER DRILLING CO /DE/ ,1381,1231
9355,GMZ,1579762,Goldman Sachs MLP Income Opportunities Fund ,NaN,NaN
9356,NE,1458891,Noble Holding Corp plc ,1381,1231
9357,GPVRF,1584547,GREENPOWER MOTOR Co INC. ,3713,0331
9358,EMGC,1494448,"EMERGENT CAPITAL, INC. ",6311,1130
9359,SOLQ,1753931,"Shengda Network Technology, Inc. ",7371,0630
9360,OPESU,1723580,Opes Acquisition Corp. ,5812,1231
9361,ZN,1131312,ZION OIL & GAS INC ,1382,1231
9362,ORSN,1770251,GLAZER PAUL J ,NaN,NaN
9363,GNC,1502034,"GNC HOLDINGS, INC. ",5400,1231
9364,BQH,1167470,BLACKROCK NEW YORK MUNICIPAL BOND TRUST ,NaN,0831
9365,WVVIP,838875,WILLAMETTE VALLEY VINEYARDS INC ,2080,1231
9366,SEIID,819926,SHARING ECONOMY INTERNATIONAL INC. ,7380,1231
9367,FNJN,1366340,"FINJAN HOLDINGS, INC. ",6794,1231
9368,XRF,1346610,SOS Ltd ,6199,1231
9369,OTTW,1675192,Ottawa Bancorp Inc ,6035,1231
9370,NNUTU,792161,"ROYAL HAWAIIAN ORCHARDS, L.P. ",0100,1231
9371,SAMAU,1754824,GLAZER PAUL J ,NaN,NaN
9372,HRST,1361937,Harvest Oil & Gas Corp. ,1311,1231
9373,HCCHU,1736874,HL Acquisitions Corp. ,4932,0630
9374,BITCF,1795749,FIRST BITCOIN CAPITAL CORP. ,6199,1231
9375,ASIN,1421819,"Hanjiao Group, Inc. ",6331,1231
9376,OASPQ,1486159,Oasis Petroleum Inc. ,1311,1231
9377,WEIN,1523854,"West End Indiana Bancshares, Inc. ",6022,1231
9378,FLFG,1743886,"Federal Life Group, Inc. ",6311,1231
9379,XOG,1655020,"Extraction Oil & Gas, Inc. ",1311,1231
9380,BCTF,1668340,"Bancorp 34, Inc. ",6035,1231
9381,TTLO,98752,TOROTEL INC ,3677,0430
9382,MRDDF,942149,OUTCROP GOLD CORP ,1000,0831
9383,KBLMU,1690080,180 Life Sciences Corp. ,2834,1231
9384,ANDAU,1691936,Andina Acquisition Corp. III ,6770,1231
9385,MINDP,926423,"MIND TECHNOLOGY, INC ",3812,0131
9386,TFECF,1630511,Thin Film Electronics ASA ,NaN,0215
9387,PIHPP,1591890,"1347 Property Insurance Holdings, Inc. ",6331,1231
9388,EQFN,1635626,ELKHORN PARTNERS LIMITED PARTNERSHIP ,NaN,1231
9389,TTBLF,1513252,Total Brain Limited/ADR ,8880,NaN
9390,QES,1704235,Quintana Energy Services Inc. ,1389,1231
9391,TZACU,1742927,GLAZER PAUL J ,NaN,NaN
9392,LOAC,1743858,Longevity Acquisition Corp ,6770,0229
9393,UCUT,1514183,"Silo Pharma, Inc. ",2300,1231
9394,BRPAU,1719406,Big Rock Partners Acquisition Corp. ,6770,1231
9395,JMDA,1357671,"Creatd, Inc. ",7819,1231
9396,AFGC,1042046,NEW YORK STOCK EXCHANGE LLC ,NaN,NaN
9397,KBLM,1690080,180 Life Sciences Corp. ,2834,1231
9398,TRIQ,1514056,"TRAQIQ, INC. ",7371,1231
9399,TLF,909724,TANDY LEATHER FACTORY INC ,3100,1231
9400,NM-PH,1333172,Navios Maritime Holdings Inc. ,4412,1231
9401,MOBQD,1084267,"Mobiquity Technologies, Inc. ",7310,1231
9402,NM-PG,1333172,Navios Maritime Holdings Inc. ,4412,1231
9403,HHT,1747661,"Color Star Technology Co., Ltd. ",1700,0630
9404,TOTAU,1731176,Tottenham Acquisition I Ltd ,6770,NaN
9405,NORZF,910569,NORZINC LTD. ,1000,1231
9406,EFBI,1699018,"Eagle Financial Bancorp, Inc. ",6035,1231
9407,EDNT,1717556,"Vinco Ventures, Inc. ",3944,1231
9408,KLFE,1615999,"NEUROPATHIX, INC. ",2834,1231
9409,BOARF,1400561,BOART LONGYEAR LTD ,NaN,NaN
9410,EXLLF,1263011,EXCELLON RESOURCES INC ,1040,1231
9411,NWGI,1080319,"Elys Game Technology, Corp. ",7372,1231
9412,JMDAD,1357671,"Creatd, Inc. ",7819,1231
9413,TRPXD,1611746,Therapix Biosciences Ltd. ,2834,1231
9414,PAOS,936446,Amerinac Holding Corp. ,5072,1231
9415,IMLFF,1728328,InMed Pharmaceuticals Inc. ,2834,0630
9416,GRTDD,1489588,"Home Bistro, Inc. /NV/ ",5960,1231
9417,BMSN,1079282,"Rivulet Media, Inc. ",7389,0731
9418,GRWCD,1448558,"GROW CAPITAL, INC. ",7371,0630
9419,EMMS,783005,EMMIS COMMUNICATIONS CORP ,4832,0228
9420,PPHI,1752039,"POSITIVE PHYSICIANS HOLDINGS, INC. ",6331,1231
9421,PAVMW,1624326,PAVmed Inc. ,3841,1231
9422,GHHHD,1673475,"GPO Plus, Inc. ",8900,0430
9423,PER,1521168,SandRidge Permian Trust ,1311,1231
9424,ELCQ,1715819,"Electromedical Technologies, Inc ",3841,1231
9425,HUNTF,1679450,Hunter Maritime Acquisition Corp. ,4731,1231
9426,INVOD,1417926,"INVO Bioscience, Inc. ",3841,1231
9427,MOAEF,1449617,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
9428,YRIV,1487843,Yangtze River Port & Logistics Ltd ,6500,1231
9429,LFIN,1699683,Hudson Bay Capital Management LP ,NaN,1231
9430,NWBB,1644482,"New Bancorp, Inc. ",6035,1231
9431,CHAP,1346980,"Chaparral Energy, Inc. ",1311,1231
9432,ILXP,1115864,"International Luxury Products, Inc. ",2844,1231
9433,WCFB,1667944,"WCF Bancorp, Inc. ",6035,1231
9434,HRGG,1700175,"Heritage NOLA Bancorp, Inc. ",6035,1231
9435,UWT,831001,Citigroup Global Markets Holdings Inc. ,6211,1231
9436,CBL-PD,910612,CBL & ASSOCIATES PROPERTIES INC ,6798,1231
9437,HHS,45919,HARTE HANKS INC ,7331,1231
9438,PACD,1517342,PACIFIC DRILLING S.A. ,1381,1231
9439,GMO,1275229,"General Moly, Inc ",1000,1231
9440,CBL-PE,910612,CBL & ASSOCIATES PROPERTIES INC ,6798,1231
9441,CACA,1629702,"China Crawfish, Ltd. ",5621,1031
9442,CACAD,1629702,"China Crawfish, Ltd. ",5621,1031
9443,RDGC,1533030,Andina Gold Corp. ,3420,1231
9444,RTW,1211351,"RTW Retailwinds, Inc. ",5621,0201
9445,SVBLD,1031093,"SILVER BULL RESOURCES, INC. ",1000,1031
9446,ROSE,1659122,Rosehill Resources Inc. ,1311,1231
9447,TTPH,1373707,TETRAPHASE PHARMACEUTICALS INC ,2834,1231
9448,GRYOD,1372954,Ameritrust Corp ,1000,0930
9449,EPEGQ,1584952,EP Energy Corp ,1311,1231
9450,WHLRD,1527541,"Wheeler Real Estate Investment Trust, Inc. ",6798,1231
9451,DMPI,1498382,"Kintara Therapeutics, Inc. ",2834,0630
9452,HCR,1549848,Hi-Crush Inc. ,1400,1231
9453,TLRD,884217,TAILORED BRANDS INC ,5600,0130
9454,DNRCQ,945764,DENBURY INC ,1311,1231
9455,SNNF,1708715,Seneca Financial Corp. ,6035,1231
9456,ANFC,1490161,"Black Ridge Oil & Gas, Inc. ",1311,1231
9457,RYCE,1552448,Amira Nature Foods Ltd. ,2000,NaN
9458,MCIG,1525852,"BOTS, Inc./PR ",2111,0430
9459,GHHH,1673475,"GPO Plus, Inc. ",8900,0430
9460,MDRIQ,708819,MCDERMOTT INTERNATIONAL INC ,3443,1231
9461,TVC,1376986,Tennessee Valley Authority ,4911,0930
9462,TVE,1376986,Tennessee Valley Authority ,4911,0930
9463,CPKA,1025771,CHASE PACKAGING CORP ,0700,1231
9464,ROYT,1538822,Pacific Coast Oil Trust ,1311,1231
9465,PSV,1597659,HERMITAGE OFFSHORE SERVICES LTD. ,4412,1231
9466,EMITF,1027662,ELBIT IMAGING LTD ,6512,1231
9467,TLDN,1101246,"Telidyne, Inc. ",3440,0131
9468,TWMC,795212,Kaspien Holdings Inc. ,5735,0201
9469,TORC,1720580,"Adicet Bio, Inc. ",2834,1231
9470,SEGN,1574910,"RENAVOTIO, INC. ",7990,1231
9471,JTBK,1213106,Jetblack Corp ,7370,0831
9472,BXEFF,1483405,Polar Asset Management Partners Inc. ,NaN,0331
9473,WHLRP,1527541,"Wheeler Real Estate Investment Trust, Inc. ",6798,1231
9474,CNMF,1553788,"SPLASH BEVERAGE GROUP, INC. ",2080,1231
9475,ULUR,1168220,ULURU Inc. ,2834,1231
9476,CETXP,1435064,CEMTREX INC ,3670,0930
9477,NDYND,1819663,"VININGS HOLDINGS, INC. ",6770,0229
9478,COFE,1619055,"COFFEESMITHS COLLECTIVE, INC. ",2030,1231
9479,SHLO,904979,SHILOH INDUSTRIES INC ,3460,1031
9480,SIGM,790715,DIMENSIONAL FUND ADVISORS LP ,0000,1231
9481,WSTL,1002135,WESTELL TECHNOLOGIES INC ,3661,0331
9482,ETBI,1099574,EASTGATE BIOTECH CORP ,6799,1231
9483,WISH,1279715,"Wright Investors Service Holdings, Inc. ",6282,1231
9484,VVUS,881524,VIVUS INC ,2834,1231
9485,CNWHF,1443979,China Networks International Holdings Ltd ,7310,NaN
9486,FHRT,36369,FIRST HARTFORD CORP ,6500,0430
9487,SNIPF,1613092,Snipp Interactive Inc. ,7310,1231
9488,DGTW,1065598,"DigitalTown, Inc. ",3570,0229
9489,ALTN,1621499,Alternus Energy Inc. ,4911,1231
9490,CCCL,1470683,Antelope Enterprise Holdings Ltd ,3250,1231
9491,PRSEF,1437736,Prosafe SE/ADR ,NaN,NaN
9492,ADHG,1663641,Ando Holdings Ltd. ,7310,0930
9493,ENT,1512077,"Nantahala Capital Management, LLC ",NaN,1231
9494,ECT,1487798,ECA Marcellus Trust I ,1311,1231
9495,AWSMD,1274032,"Simply, Inc. ",5065,0131
9496,CAPD,1086082,"CANNAPOWDER, INC. ",2834,1231
9497,LONE,1661920,Lonestar Resources US Inc. ,1311,1231
9498,CRSAW,1723648,Crescent Acquisition Corp ,7900,1231
9499,SLNM,1084332,SALON MEDIA GROUP INC ,7310,0331
9500,SPN,886835,SUPERIOR ENERGY SERVICES INC ,1389,1231
9501,PIRE,1652958,"FOURTH WAVE ENERGY, INC. ",8082,1231
9502,ASNA,1498301,"Ascena Retail Group, Inc. ",5600,0801
9503,CLUB,1281774,TOWN SPORTS INTERNATIONAL HOLDINGS INC ,7997,1231
9504,AFHBL,1539894,"Atlas Financial Holdings, Inc. ",6331,1231
9505,MCTC,1413488,"CANNABIS GLOBAL, INC. ",2836,0831
9506,RMDM,1481443,"TechCom, Inc. ",6770,1231
9507,GNCIQ,1502034,"GNC HOLDINGS, INC. ",5400,1231
9508,ROYE,1102392,"Royal Energy Resources, Inc. ",1221,1231
9509,CCSB,1682593,"Community Savings Bancorp, Inc. ",6035,0630
9510,PNTV,1037131,PLAYERS NETWORK ,4841,1231
9511,NMGX,891417,Nano Magic Inc. ,3470,1231
9512,GFOOD,1510518,Genufood Energy Enzymes Corp. ,2833,0930
9513,WMGR,1527974,"Wellness Matrix Group, Inc. ",7372,0430
9514,TRPX,1611746,Therapix Biosciences Ltd. ,2834,1231
9515,VERBW,1566610,"Verb Technology Company, Inc. ",7200,1231
9516,GGBXF,1739376,Green Growth Brands Inc. ,5700,0630
9517,ELGX,1013606,ENDOLOGIX INC /DE/ ,3841,1231
9518,TBLTU,1668370,"Toughbuilt Industries, Inc ",3420,1231
9519,PARF,76149,PARADISE INC ,2060,1231
9520,GLFW,1826660,Wetouch Technology Inc. ,NaN,1231
9521,UBID,1760233,"RDE, Inc. ",5961,1231
9522,HCCCD,1676580,VISION HYDROGEN Corp ,1700,1231
9523,MISM,1041633,MISSION MINING Co ,1382,0331
9524,AKRXQ,3116,AKORN INC ,2834,1231
9525,FNHI,1096275,"Worksport, Ltd ",3714,1231
9526,SMRT,884940,STEIN MART INC ,5651,0201
